UID,Company Name,Basisnaam,Salesnav,tRIfINACN,Textkernal ,Bizzy,Company Website,Company Domain,Domein,Company Industry,Company Specialities,Company Employee Count,Company Employee Range,Company Location,Company Linkedin URL,Company Type,Company Year Founded,Company Profile Picture,Company Description,In List?
SN32,Delhaize Belgium,delhaize,Salesnav,TriFinance,#N/A,#N/A,http://jobs.delhaize.be/,jobs.delhaize.be,delhaize,Retail,"Retail, Food Distribution, Healthy Food, Sustainability",7004,10001+,"Asse, Flemish Region, Belgium",https://www.linkedin.com/company/3580412,Public Company,?,https://media.licdn.com/dms/image/v2/C4E0BAQHEAKX6rxOg8g/company-logo_400_400/company-logo_400_400/0/1659694857189/delhaize_belgium_logo?e=1733961600&v=beta&t=YE3dFPH3OlG2H1LwWTmUVAEDfTVhEJDI9bvGYWaS9u0,"15,000. That’s how many people work at Delhaize. And from our 816 stores across the country, our logistics centers in Zellik and Ninove to our wine bottling facility and our supporting services: together we ensure that our customers can enjoy healthy and delicious food.

Our 15,000 employees have very diverse jobs, but we all have one thing in common: we have an enormous passion for retail. That's necessary, because at Delhaize we get 5 million customers every week.

Our customers birthday parties, sports medals and moments of breakfast in bed, at Delhaize, they start with our employees. Every day. That's why we are always looking for extra talent to join us in our stores, logistics centers and supporting services.
 
We welcome everyone to our stores with a pinch of magic, but also with fresh and healthy food at fair prices. We make life easier for our customers and propose healthy alternatives for their go-to products. All offered by proud lions. At Delhaize, we are building our future with pride. And that starts with you.",Yes
SN33,Deliverect,deliverect,Salesnav,TriFinance,#N/A,#N/A,http://www.deliverect.com,www.deliverect.com,deliverect,Hospitality,"foodtech, delivery, pos, software, restaurant, hospitality, startup, Food Delivery, delivery management",476,201 to 500,"Ghent, Flemish Region, Belgium",https://www.linkedin.com/company/33192187,Privately Held,2018,https://media.licdn.com/dms/image/v2/C560BAQGDzKDw-r-PEg/company-logo_400_400/company-logo_400_400/0/1679581851112/deliverecthq_logo?e=1733961600&v=beta&t=SJ40mnLCO1MM1srBtpTN6CcPZQv0pDoQh2kV2YC8QI8,"Deliverect is a global SaaS company that seamlessly integrates online orders from food delivery channels, such as Uber Eats, DoorDash, Deliveroo and Just Eat, allowing food service establishments to improve operations, increase customer satisfaction, and boost profits.

Over 43,000 businesses trust Deliverect’s platform and suite of products to power their front of house and back of house. Available in 42 markets worldwide, Deliverect works with restaurants of all sizes as well as leading food brands like Taco Bell, Burger King, and Unilever.",Yes
SN34,Delta Engineering,deltaengineering,Salesnav,,#N/A,#N/A,https://www.delta-engineering.be,www.delta-engineering.be,delta-engineering,Packaging and Containers Manufacturing,"Palletising, Conveying, Bagging, Check Weighing, Camera Inspection, Spray Coating, Plasma Coating, Line Simulation, Unscrambling, Leak Testing, Tray Packing, Quality Inspection, Buffering",195,51 to 200,"Geraardsbergen, Flemish Region, Belgium",https://www.linkedin.com/company/2172725,Privately Held,1992,https://media.licdn.com/dms/image/v2/C4E0BAQH5-7ys-TLtMg/company-logo_400_400/company-logo_400_400/0/1631351215294?e=1733961600&v=beta&t=mW417ZpMmpgzY3bJ_-yl5hEIktRfjqqaFINiDfn5Ftk,"Delta Engineering is specialised in downstream equipment for the blow moulding industry.

We offer complete solutions for the production and packaging of plastic bottles and containers, according to the needs of your factory!

Our product line includes solutions for:
- Quality control: leak testers, weight checkers, optical inspection, CT scanners,...
- Packaging: palletizers and depalletizers, baggers, shrinking tunnels, tray packers, tray warehouses, case packers,...
- Unscrambling
- Take-out: take-out systems
- Finishing: cutting, milling,...
- Conveying: (vacuum) conveyors for bottles, pallet handling,...
- Buffering: buffer conveyors, bag buffers, buffer tables, cooling tables
- Line control: to monitor your factory's production parameters like energy consumption, consumption of raw materials, efficiency,...
- Plasma coating: to improve the barrier of HDPE and PET bottles
- ... and many more!

Our mission is: Improve your efficiency!
For this reason, we develop and manufacture solutions that optimise our customers' production processes, by reducing manual labour, packaging material and transport costs.

Thanks to this approach, Delta Engineering has become one of the leading suppliers of automation solutions for the blow moulding industry.",Yes
SN35,Deme Group,demegroup,Salesnav,TriFinance,#N/A,>30 vacatures,http://www.deme-group.com,www.deme-group.com,deme-group,Civil Engineering,"dredging, land reclamation, coastal defence, marine engineering, project development & concessions, environmental engineering, remediation techniques, offshore maintenance, energy islands, renewable energy (blue & green), fluvial and marine aggregates",4378,5001 to 10000,"Zwijndrecht, Flemish Region, Belgium",https://www.linkedin.com/company/15516,Public Company,1876,https://media.licdn.com/dms/image/v2/C4D0BAQG4jNKo16qLWw/company-logo_400_400/company-logo_400_400/0/1630459048969/demegroup_logo?e=1733961600&v=beta&t=cD84l8otUjmoiKy-2xGEOPcJoMdtP58-VEEVYTvDgc0,"DEME (Euronext Brussels: DEME) is a leading contractor in the fields of offshore energy, dredging & infra, environmental remediation, trenching and marine infrastructure. DEME also engages in concessions activities in offshore wind, marine infrastructure, green hydrogen, and deep-sea mineral harvesting. The company can build on almost 150 years of experience and is a front runner in innovation and new technologies. DEME’s vision is to work towards a sustainable future by offering solutions for global challenges: a rising sea level, a growing population, the reduction of emissions, polluted rivers and soils and the scarcity of mineral resources. DEME can rely on more than 5,600 highly skilled professionals and operates one of the largest and most technologically advanced fleets in the world. DEME realised a turnover of 3,285 million euro with an EBITDA of 596 million euro in 2023. ",Yes
SN36,Dester,dester,Salesnav,,#N/A,#N/A,http://www.dester.com,www.dester.com,dester,Packaging and Containers Manufacturing,?,354,501 to 1000,"Hoogstraten, Flemish Region, Belgium",https://www.linkedin.com/company/61598,Privately Held,?,https://media.licdn.com/dms/image/v2/C4D0BAQHQIpHxgmZQ1g/company-logo_400_400/company-logo_400_400/0/1630580710056/dester_logo?e=1733961600&v=beta&t=usS958HSxF1j_BwZ0Cz8VgUhe3lui1McHGW3hcUpVnc,"deSter’s onboard service and equipment range provides plating and serviceware solutions in both the retail and online space. With environmentally conscious designs, deSter provides plating solutions from the design phase, through consultancy and manufacturing, to procurement.

deSter ensures that the customer’s unique style and individual needs are taken into account in order to create innovative, tailor made concepts, in which trendsetting design and down-to-earth practicality go hand in hand.",Yes
SN37,Dpg Media België,dpgmedia,Salesnav,TriFinance,#N/A,#N/A,http://www.dpgmedia.be,www.dpgmedia.be,dpgmedia,Media Production,"broadcasting, TV, radio, telco, online services, magazines, kranten, uitgever",1128,1001 to 5000,"Antwerp, Flemish Region, Belgium",https://www.linkedin.com/company/13011819,Privately Held,2019,https://media.licdn.com/dms/image/v2/D4E0BAQH6KJKMeWqPTQ/company-logo_400_400/company-logo_400_400/0/1724332238417?e=1733961600&v=beta&t=ROuTForXSJxp0b-_48q7_JN3wh0szHxlv8U32nD2w8g,"DPG Media is hét mediabedrijf van België en Nederland waar gedreven mediamakers 24/7 werken aan onafhankelijke en vertrouwde media van eigen bodem. 

We informeren, inspireren en entertainen miljoenen mensen via kranten, magazines, radio, televisie, sites, apps en podcasts. 

Achter elk sterk mediamerk staat een peloton van sterke teams. Ben jij benieuwd hoe het is om bij ons te werken? Ontdek het op https://www.dpgmediagroup.com/nl-BE/werken-bij-dpgmedia. 

Direct naar de vacatures? Ga dan naar https://www.werkenbij.dpgmedia.be/nl/vacatures",Yes
SN38,Duomed Group,duomedgroup,Salesnav,,#N/A,#N/A,http://www.duomedgroup.com,www.duomedgroup.com,duomedgroup,Medical Equipment Manufacturing,"Abdominal Surgery, Plastic Surgery, Vascular Surgery, Urology, Endoscopy, Endoscopic Therapeutic Instruments, Infection Control, Technical Service, Patient Monitoring, Maternal & Infant care, Ventilation, Anesthesia, Pulmonary Tests, Neurology, Radiology, Gastro-Enterology, Mobile C-Arms, Medical Imaging, Ultrasound Imaging, Radiation Protection, Medical Devices",76,501 to 1000,"Londerzeel, Flemish Region, Belgium",https://www.linkedin.com/company/64774579,Public Company,?,https://media.licdn.com/dms/image/v2/C4D0BAQHmkZknTob3lg/company-logo_400_400/company-logo_400_400/0/1630572795370/duomed_group_logo?e=1733961600&v=beta&t=OA8euE7STmwaP4Q99_J_gTKTGUyumMzjMmnB2xVJHwA,"Duomed is a leading distribution platform of Medical Technologies in Europe, with specialization in Endoscopy, Surgery, Critical Care, Medical Imaging, Physiological Monitoring and Infection Control. Duomed makes the difference on the market it serves, by offering high-quality reliable and sustainable solutions to its customers, combining both consumables, capital equipment, technical service, IT integration, clinical training & education, as well as CRO services. Duomed is so far present in ten countries across Europe and is continuously taking up opportunities to further consolidate or expand its portfolio within its core areas of expertise, in existing or new markets.

We are partnering with healthcare professionals and manufacturers of innovative medical technologies, to deliver high-quality end-to-end solutions that enable better care.

",Yes
SN39,Eco3,eco3,Salesnav,,#N/A,#N/A,https://eco3.com,eco3.com,eco3,Printing Services,?,479,1001 to 5000,"Mortsel, Flemish Region, Belgium",https://www.linkedin.com/company/5409451,Privately Held,2023,https://media.licdn.com/dms/image/v2/D4E0BAQFiGHhqnV4BSw/company-logo_400_400/company-logo_400_400/0/1680763935299/eco_3_logo?e=1733961600&v=beta&t=va0D9N4hCUM9gfopqSKmDSk_Rt9XfiKOu40ZH5K0Mp8,"ECO3 is a leading global supplier of prepress systems to the printing industry. Commercial, newspaper, packaging and label printers rely on us for the most extensive range of integrated solutions, from printing plates, computer-to-plate systems, workflow and print management software to pressroom chemicals.

Our solutions are designed to deliver higher productivity, lower costs and greener outcomes at every stage of the print process.",Yes
SN40,Empwr Nutrition Group,empwrnutritiongroup,Salesnav,,#N/A,#N/A,http://www.empwrnutrition.com,www.empwrnutrition.com,empwrnutrition,Food and Beverage Services,?,226,1001 to 5000,"Ghent, Flemish Region, Belgium",https://www.linkedin.com/company/36156274,Privately Held,2020,https://media.licdn.com/dms/image/v2/C4E0BAQFbv5sQ3RhKTQ/company-logo_400_400/company-logo_400_400/0/1664179876488/empwr_nutrition_logo?e=1733961600&v=beta&t=hYeTxKg2pe8cN1gI0trYXBoxtJ_uuVRpYteL0YsTRFg,"We co-design, develop and manufacture superior protein bars for leading and fast-growing healthy snack brands in Europe. 

Our products co-build their reputation of having best in class protein bars in terms of taste, texture and quality throughout the shelf life, resulting in consumer desire and high sales. 

With our full-service solution, we bring your ideas to the shelves. Constantly pushing ourselves, our clients and our creativity, we instinctively aim for better, healthier and tastier. 
",Yes
SN41,Esko,esko,Salesnav,TriFinance,#N/A,#N/A,https://www.esko.com,www.esko.com,esko,Software Development,"Packaging Prepress, Flexo CTP, Sign and Display, Brand Management, Prepress Automation",1579,1001 to 5000,"Ghent, Flemish Region, Belgium",https://www.linkedin.com/company/163683,Privately Held,?,https://media.licdn.com/dms/image/v2/D4E0BAQEx5sSYo-xfug/company-logo_400_400/company-logo_400_400/0/1711126702508/esko_logo?e=1733961600&v=beta&t=rZp-1opIBzC3XF410LlCtTVgc2_ysDDj7r_eM2dd4zA,"Esko is a global provider of integrated software and hardware solutions that accelerate the go-to-market process of packaged goods. Our products empower teams to support and manage the packaging design and print processes for brand owners, retailers, pre-media and trade shops, manufacturers, and converters.

Our mission is to provide the most innovative, integrated platform and comprehensive portfolio of tools that intelligently automate, connect, and accelerate the concept to market processes for every packaged product.

Esko is a Veralto company (www.veralto.com).",Yes
SN42,Etex,etex,Salesnav,TriFinance,#N/A,>30 vacatures,http://www.etexgroup.com,www.etexgroup.com,etexgroup,Construction,"Building Performance, Façade, Industry, Construction Materials, Fire Performance, Gypsum, Fibre Cement, Insulation, Plasterboard, Cladding, Sidings, Dry Construction, Offsite construction, Lightweight construction",4345,10001+,"Zaventem, Flemish Region, Belgium",https://www.linkedin.com/company/35962,Privately Held,?,https://media.licdn.com/dms/image/v2/C4E0BAQHDZ7renr-bDw/company-logo_400_400/company-logo_400_400/0/1662926436024/etex_logo?e=1733961600&v=beta&t=oJOhYnKMEsDbN9GQFMsyQTLmP5fy6xDGPiiCiqsZKb0,"At Etex, we might be leaders in modern, sustainable construction, but our people are our priority. We care about our teammates, and they feel it. 

As a global building material manufacturer and pioneer in lightweight construction we want to inspire people around the world to build living spaces that are ever more safe, sustainable, smart, and beautiful. Founded in 1905 in Belgium, we are a family-owned company with more than 13,500 employees across 160 sites and 45 countries. 

We are inspired by a core set of values. A passion for excellence drives us, delivering the very best quality to our partners and customers. We connect and care about those around us, nurturing teamwork, new ways of working, and placing the highest importance on safety. We combine these and pioneer to lead in our ever-changing sector, harnessing the power of sustainable construction.

With our commercial brands (Cedral, Durlock, EQUITONE, Eternit / Euronit, Gyplac, Kalsi, Pladur, Promat, Siniat, Superboard and URSA) we make a positive human impact; motivated by changing people’s lives, improving the future of our planet and over-delivering for our customers.

Etex is a place for people who want to learn, grow and lead and together build inspiring ways of living. For more information, please visit our website: www.etexgroup.com",Yes
SN43,Eurofins Ecca,eurofinsecca,Salesnav,TriFinance,#N/A,#N/A,http://www.ecca.be,www.ecca.be,ecca,,"Food, Environmental, Feed, asbestos, Non-food",86,51 to 200,"Merelbeke, Flemish Region, Belgium",https://www.linkedin.com/company/2620834,Public Company,1980,https://media.licdn.com/dms/image/v2/D4D0BAQHxTyM-bmLNiA/company-logo_400_400/company-logo_400_400/0/1720690086078/eurofins_ecca_logo?e=1733961600&v=beta&t=Nnak8exwZx5ovmiRuxOo1xNfouYLJudfNMD55b95Tmo,"With over 30 years of experience in analyses and consulting, Eurofins ECCA has become one of the leading labs in Belgium in feed, food and environmental testing. Main fields of activity are microbiology, chemistry, chromatography and ecotoxicology.

ECCA is an independant laboratory accredited by BELAC according to EN ISO 17020 and ISO 17025.

It is our mission statement to offer the best service. We offer our customers high quality analyses, but also extra services. ECCA tends to excell in all services aside from laboratory tests. A team of highly skilled people can be reached by phone or mail (+32 9 252 64 44; customerservice@ecca.be).
Located in the Ghent area it is well situated to address possible logistic problems.",Yes
SN44,Euroports,euroports,Salesnav,TriFinance,#N/A,#N/A,http://www.euroports.com,www.euroports.com,euroports,"Transportation, Logistics, Supply Chain and Storage","Forwarding, Custom, Seveso storage, GMP storage, Loading/unlodaing of barge and vessel, Trucks operations, Train operation, Container, 5 Ports terminals, breakbulk, paper, sugar, transport, logistics, supply chain, steel",491,1001 to 5000,"Beveren-Waas, Flemish Region, Belgium",https://www.linkedin.com/company/1032516,Privately Held,2006,https://media.licdn.com/dms/image/v2/C4E0BAQFI9H6wQklaaw/company-logo_400_400/company-logo_400_400/0/1631354094988?e=1733961600&v=beta&t=75acdtm44RVBl0MTym0mqXzPV8-KD9rSO0mvxS2uvYI,"Euroports is one of the largest port infrastructure operators with a wide footprint of more than 50 terminals and logistic platforms globally, strategically located on key trade routes in Europe and China. Each year we handle approximately 70 million tonnes of essential commodities in the form of bulk, breakbulk, containers and liquid. Our team of 2,700 dedicated professionals, develops, operates and manages global maritime supply-chain solutions for international customers in key industry sectors. ",Yes
SN45,Flyinggroup,flyinggroup,Salesnav,,6,#N/A,http://www.flyinggroup.aero,www.flyinggroup.aero,flyinggroup,Airlines and Aviation,"Aviation Consultancy, Business Flights, Shared Ownership, Aircraft Management, Maintenance, FBO in Antwerp EBAW, Hangar rental @ EBAW / EBBR / LFPB, Aircraft Charter, Business Aviation, Private Jet",198,201 to 500,"Deurne, Flemish Region, Belgium",https://www.linkedin.com/company/59189,Privately Held,1991,https://media.licdn.com/dms/image/v2/C560BAQEFP3bBDPJiMA/company-logo_400_400/company-logo_400_400/0/1630652672036/flying_group_logo?e=1733961600&v=beta&t=0cEtCiE2y5aoMjAPgOuvEr_idLPTZ_dcUxL6mfKP9s4,"Excelling through personalized differentiation makes FLYINGGROUP The Reference in tailored private and business aviation solutions, engineered with boundless passion, guaranteeing comfort and peace of mind for all your flights!

FLYINGGROUP is one of Europe’s leading business jet operators with headquarters in Antwerp and Luxembourg. Our aircraft are based in Antwerp (Belgium), Luxembourg (Luxembourg), Rotterdam & Amsterdam (the Netherlands), Paris & Cannes (France), Perugia (Italy), Moscow (Russia), Bucharest (Romania) and Larnaca (Cyprus).

Our more than 150 experienced professionals are committed to get you to your destination. Offering you guidance with charter request (modern aircraft from own fleet or from one of our partners); the purchase of your plane (entrust the complete management to our in-house specialists); sharing an aircraft (a smart alternative and financially interesting formula) and the technical maintenance of your aircraft (authorized Cessna service partner and maintenance licenses for all types of aircraft).

Fly with us and discover why FLYINGGROUP is your partner of choice for private or business flights...",Yes
SN46,Fnac Vanden Borre,fnacvandenborre,Salesnav,,#N/A,#N/A,?,?,,Retail,?,241,1001 to 5000,"St-Pieters-Leeuw, Flemish Region, Belgium",https://www.linkedin.com/company/11521276,Privately Held,2007,https://media.licdn.com/dms/image/v2/C4D0BAQEng9aXEq4pZw/company-logo_400_400/company-logo_400_400/0/1631375589948?e=1733961600&v=beta&t=I51hSuYKIpLD1G4509deXlETRv_b3-A-rDuL730pmUk,"Volg ons op de LinkedIn-pagina's van Fnac Belgium en Vanden Borre voor de recentste updates.
Suivez-nous sur les pages de Fnac Belgium et Vanden Borre pour les posts les plus récents.",Yes
SN47,Fujifilm Belgium Nv,fujifilm,Salesnav,,#N/A,#N/A,https://fujifilmbelgium.be/en/,fujifilmbelgium.be,fujifilm,Chemical Manufacturing,"Chemicals, Photography, Photoprinting",96,51 to 200,"St-Niklaas, Flemish Region, Belgium",https://www.linkedin.com/company/226563,Public Company,1968,https://media.licdn.com/dms/image/v2/C560BAQEHr7ArKS1FRQ/company-logo_400_400/company-logo_400_400/0/1630594112895/fujifilm_europe_nv_logo?e=1733961600&v=beta&t=MMiqjKPZLC5-2P4jNeQ-bxgw-rn-HLfXl8xh3ELia50,"FUJIFILM Belgium NV is part of the Japanese FUJIFILM Corporation with direct reporting to FUJIFILM Europe GMBH, Fujifilm’s European headquarters in Ratingen, Germany.

Its central facilities are based in Sint-Niklaas, Belgium.

FUJIFILM Belgium NV produces and distributes high quality chemicals for the photographic, graphic systems medical and industrial industries. These products are sold and distributed throughout the world. The company also manages the Fujifilm Advanced Print Technology Centre in Zaventem, Belgium. This is the European demonstration and training centre for Fujifilm’s digital print solutions. Furthermore, FUJIFILM Belgium NV is responsible for the sales and distribution of digital cameras, accessories and different photofinishing solutions for the Belgian and Luxembourg markets.",Yes
SN48,Fujifilm Electronic Materials,fujifilmelectronicmaterials,Salesnav,,#N/A,#N/A,https://www.fujifilm.com/em-global/en,www.fujifilm.com,fujifilm,Chemical Manufacturing,"Kwaliteit, Innovatie, Onderzoek & Ontwikkeling",178,201 to 500,"Zwijndrecht, Flemish Region, Belgium",https://www.linkedin.com/company/14798410,Public Company,1995,https://media.licdn.com/dms/image/v2/C4E0BAQGXkNkFPVB0qA/company-logo_400_400/company-logo_400_400/0/1678800486059/fujifilmelectronicmaterials_logo?e=1733961600&v=beta&t=x9f-kNIpLAQRYqsK5ISHP6vBCgPMtigayv0FIrXvZfY,"FUJIFILM Electronic Materials is part of the FUJIFILM group, a strongly growing and globally oriented company, especially known for its film- and photographical products, but with a wide range in fast-growing high-technological businesses. 

One of these fast-growing high technological businesses is the FUJIFILM Electronic Materials division with a production, application and development unit in Zwijndrecht, Belgium. We deliver a variety of different chemicals and polymers with the highest purity towards producers globally, active in the micro- and nano-electronics. 

Our customers use fast evolving and highly technological processes. Our growth strategy focusses on supporting our clients by delivering ‘state of the art’ products, services and quality. We succeed in this by deploying our highly skilled personnel, which constantly strives to achieve our growth objectives.",Yes
SN49,Gorilla - Energy Data Applications,gorillaenergydataapplications,Salesnav,,#N/A,#N/A,https://gorilla.co,gorilla.co,gorilla,Software Development,"Data processing, Utility, Pricing, Quoting, Forecasting, Big Data, Data Engineering, Data Science, Power, Gas, Energy",99,51 to 200,"Antwerp, Flemish Region, Belgium",https://www.linkedin.com/company/10549483,Privately Held,2018,https://media.licdn.com/dms/image/v2/D4E0BAQFuFWI642Ff5w/company-logo_400_400/company-logo_400_400/0/1684756689316/gorilladata_logo?e=1733961600&v=beta&t=oq-94ALKMjqvIHtuQKxF9yC_we1_GbNXwFSXl-GhQU4,"Hi there, we are Gorilla. We are a software scale-up shaping the future of energy retail. Our mission is to empower enterprises to unlock the power of their data, with data-driven pricing, forecasting, and reporting solutions that streamline operations and lower risk.

With a cloud-based engine and ground-breaking modeling software, Gorilla automates the process of data collection, transformation, processing, and analysis. Our platform is class-leading, tailors effortlessly to energy retailers’ needs, and helps them to deliver new offerings to their customers.
 
We believe in a sustainable future for all. We also believe that data is one of the building blocks for innovation and net zero transformation. With Gorilla we enable energy retailers to invigorate their net zero ambitions and to be in the driver’s seat on the road to a greener, more sustainable future.",Yes
SN50,Greenyard,greenyard,Salesnav,TriFinance,#N/A,#N/A,http://www.greenyard.group,www.greenyard.group,greenyard,Food and Beverage Manufacturing,"Fresh Fruit & Vegetables, Frozen Fruit & Vegetables, Canned Fruit & Vegetables",971,5001 to 10000,"St-Katelijne-Waver, Flemish Region, Belgium",https://www.linkedin.com/company/10332250,Public Company,1965,https://media.licdn.com/dms/image/v2/D4E0BAQHSh0W4tkeF5Q/company-logo_400_400/company-logo_400_400/0/1712049916975/greenyard_logo?e=1733961600&v=beta&t=kK5q-0lISJ_3LSAW1U91ImTGArROhfKskbU51Ll41xo,"Greenyard (Euronext Brussels: GREEN) is a global Pure-plant market leader of fresh, frozen and prepared fruit & vegetables, flowers and plants. Counting Europe’s leading retailers amongst its customer base, Greenyard provides efficient and sustainable solutions to customers and suppliers through best-in-class products, market leading innovation, operational excellence and outstanding service.

Our vision is to make lives healthier by helping people enjoy fruit & vegetables at any moment, easy, fast and pleasurable, whilst fostering nature.   

With more than 9,000 employees operating in 25 countries worldwide, Greenyard identifies its people and key customer and supplier relationships as the key assets which enable it to deliver goods and services worth ca. € 5 billion per annum.",Yes
SN51,H.Essers,hessers,Salesnav,TriFinance,#N/A,#N/A,http://www.essers.com,www.essers.com,essers,"Transportation, Logistics, Supply Chain and Storage","Warehousing, Systems, Transport, Logistics, Pharma, Chemicals, Healthcare, High Value, Airfreight Trucking, Exceptional Transports, Food / Feed, General Cargo",2201,5001 to 10000,"Genk, Flemish Region, Belgium",https://www.linkedin.com/company/90700,Privately Held,1928,https://media.licdn.com/dms/image/v2/C4E0BAQHGcRJ_mUuc5Q/company-logo_400_400/company-logo_400_400/0/1631307705475?e=1733961600&v=beta&t=EPmsc_ec0trs3G-e5YI6sGA3FwC_FgGdN3V14fRcfbA,"Managing and optimizing the supply chains of our customers: it’s transpossible!

ABOUT H.ESSERS
H.Essers was founded in 1928 by Henri Essers and has since become one of the leading companies in Europe for logistics services for sectors such as chemicals, pharma, infra and parts. In recent years, the company has experienced solid expansion thanks to organic growth and a number of strategic acquisitions. In 2022, H.Essers booked an annual turnover of 1,1 billion euros. The company currently has more than 1,300,000 m² of warehouse space, a fleet of 1.420 trucks, 4.060 trailers, 660 safeboxes and 2.160 ISO tanks. More than 50% of this fleet is multimodal. More than 7.500 people work at H.Essers, in 88 locations and 18 countries worldwide. 

A GREAT PLACE TO WORK
Our flat structure ensures short and fast decision lines on the one hand, while offering our employees the opportunity to actively contribute to our success story on a daily basis on the other hand. 
Room for autonomy and initiative within our no nonsense and can-do culture are a perfect combination to develop our climate of entrepreneurship and constitute the pillars of our stable growth.

Get in touch with us today. We make it transpossible with you.",Yes
SN52,Human8,human8,Salesnav,,#N/A,#N/A,http://www.wearehuman8.com,www.wearehuman8.com,wearehuman8,Market Research,?,602,501 to 1000,"Ghent, Flemish Region, Belgium",https://www.linkedin.com/company/89870816,Privately Held,?,https://media.licdn.com/dms/image/v2/C4E0BAQEFl3gT9dj-gQ/company-logo_400_400/company-logo_400_400/0/1677858857744/human8_logo?e=1733961600&v=beta&t=QnPxp_O1IhzJJ0uf4d6jcuFEkXeu_m0KvPZNMNzl6s4,"We're Human8, the human-driven consultancy, that connects brands with people and culture to drive positive change.

Human8 is the coming-together of 10 game-changing agencies from around the world: InSites Consulting, Direction First, Columinate, eÿeka, Join the Dots, ABN Impact, Answer Global, Space Doctors, Gongos, and Happy Thinking People. 

We unite a creative, smart and ambitious group of +900 people across 23 locations under one vision: making brands more human by better understanding people and culture, empowering brands to take action, and enhancing the lives of the people they serve.

For more information, please visit www.wearehuman8.com!",Yes
SN53,Iko Waterproofing And Insulation Eu,ikowaterproofingandinsulationeu,Salesnav,TriFinance,#N/A,#N/A,http://bit.ly/2sn7dlx,?,,Wholesale Building Materials,"Insulation, PIR, Polyisocyanurate, waterproofing, Roofing membranes, Liquid Waterproofing",176,1001 to 5000,"Antwerp, Flemish Region, Belgium",https://www.linkedin.com/company/373451,Privately Held,2005,https://media.licdn.com/dms/image/v2/C4D0BAQFb9P6dnJRNvw/company-logo_400_400/company-logo_400_400/0/1631369643908?e=1733961600&v=beta&t=7ZZGtE35hpu4DiZMjPHlRVKnOU-XCAQYiKtGKVKy_Fs,"In Europe, IKO’s individual plants are market leaders specializing in the manufacture of bituminous and synthetic roofing membranes, liquid waterproofing products, rigid polyisocyanurate (PIR) insulation boards and other products for flat-roof and building envelope applications in commercial and industrial markets.

For infrastructure and civil engineering projects, IKO manufactures waterproofing systems for balconies, terraces, galleries, roofs and roof details, car parks, flood defense, parking decks, road and bridge construction, and surfacing. Product systems include hot melt bitumen, mastic asphalt,  polyurethane and PMMA coatings.

We have been at the top of the market for more than 100 years now. IKO has had a ready-made solution for both industrial and private buildings since 1911.
In addition to the production of bituminous roofing membranes, IKO also produces high-quality insulation boards, liquid waterproofing, and complementary waterproofing accessories such as primers and adhesives.

Our factory in Antwerp specializes in the production of IKO roofing – bituminous waterproofing membranes, IKO road – road construction solutions, and IKO flexia – liquid waterproofing systems. Additionally, liquid products are also produced at this site, which we distribute through the Do-It-Yourself channel under the name Aquaplan.

FAMILY BUSINESS
With more than 30 factories worldwide and 5000 employees, IKO is a world-class player in this market segment.
Yet, IKO distinguishes itself as a family business, with its short communication lines and quick decisions, which translate into a very agile and powerful company.

ACTIVE WORLDWIDE WITH ANTWERP AS THE CENTER
From the high-tech bitumen factory in Antwerp, our products are shipped to more than 70 countries. Sweden, Finland, Iceland, the Emirates, Madagascar, Morocco, ... no climate is strange to us. Our waterproofing and insulation systems are therefore used worldwide in various new construction and renovation projects.",Yes
SN54,In The Pocket,inthepocket,Salesnav,,#N/A,>30 vacatures,http://www.inthepocket.com,www.inthepocket.com,inthepocket,IT Services and IT Consulting,"Digital Products, Platform Engineering, Software Engineering, Machine Learning & AI, Strategic Consultancy, UXR, Mobile Development, Web Development, IoT, Product Design, Quality Assurance, Business Design, Experience Design, Digital Strategy, Backend Development, SRE, User Experience, Products & Platforms, Platform Architecture, Front-end Development, Data Architecture",196,201 to 500,"Ghent, Flemish Region, Belgium",https://www.linkedin.com/company/994635,Privately Held,2010,https://media.licdn.com/dms/image/v2/C4E0BAQEEf_0PuRSBQg/company-logo_400_400/company-logo_400_400/0/1636019709603/in_the_pocket_logo?e=1733961600&v=beta&t=ce-aM-hqf2Mg54Ah1ffFuWS5oRHs1qI4-v2nltfPn8g,"In The Pocket is a place for passionate and skilled people to create the best digital products. We have a laserfocus on making users happy and businesses grow. 

In The Pocket represents a new generation of digital services. We are a complete delivery organisation that designs and builds digital products and platforms from end to end. We support your digital roadmap in the areas of ML, Strategy, Architecture, Software Engineering and UX.

With a talented in-house team of over 200 strategists, designers and engineers, we possess every skill to help you ensure a bright digital future.

Some of our clients include TP Vision, Multipharma, ENGIE, SD Worx, itsme, Payconiq by Bancontact, Melexis, Atlas Copco, Pro League, Barco, KBC, Colruyt, Argenta, Proximus Doktr, and BMW.",Yes
