SOURCE,Code,Naam,SAMENGESTELDE NAAM,GEFACTUREERD: indien aankoopfactuur,Aantal gewonnen deals,Aantal verloren deals,Aantal open deals ,STATUS PROJECTS OR DEALS,Klantstatus EXACT,COMMENT HANNE,STATUS JUIST,COMMENT PIETER,Plaats,Land,Klant,Leverancier,Contactpersoon,Btw-systeem overheid,Concurrent,Moederonderneming,Opmerkingen,Sector,Subsector,Uitsluiten van mailing,Verdeler,Website,Verdeler (Ja/Nee),Classificatie 1: Doelgroep,Classificatie 2: Product,Classificatie 3: Klantstatus SB,Classificatie 4: PRIO,Adres,Bedrijfsgrootte,BIM Vacatures jobdigger,BIM linkedin salesnav,BIM vacatures bizzy,klasse678,bizzy andere,website domain,activiiteiten (bizzy),sector (linkedin)
Exact,984,S3ARCHITECTEN,984 - S3ARCHITECTEN,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Mechelen,België, ,V,Koenraad Schoovaerts, , ,,Rechtsvorm: Besloten vennootschap met beperkte aansprakelijkheid (Private limited liability company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.s3a.be/, ,Architecten,Techniekenstudies,6_Suspect OVZ,,Baroniestraat 5,,,,,,,s3a,,
Exact,985,Architektenburo Jef Van Oevelen,985 - Architektenburo Jef Van Oevelen,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Antwerpen,België, ,V,Age Van Oevelen, , ,,Rechtsvorm: Besloten vennootschap (Private Limited Company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.jefvanoevelen.be/, ,Architecten,Techniekenstudies,6_Suspect OVZ,,Geestenspoor 54,,,,,,,jefvanoevelen,,
Exact,986,Zin-architecten,986 - Zin-architecten,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Bierbeek,België, , ,Koen Senecaut, , ,,Rechtsvorm: Besloten vennootschap (Private Limited Company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.zin-architecten.be/, ,Architecten,Techniekenstudies,6_Suspect OVZ,,Pimberg 27,,,,,,,zin-architecten,,
Exact,990,Algemene Ondernemingen Soetaert,990 - Algemene Ondernemingen Soetaert,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Oostende,België, ,V,Erik Leemans, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,42 - Weg- en waterbouw, ,,www.soetaert.be/, ,Aannemers,Simplebim,6_Suspect OVZ,3_lange termijn (>12m),Esperantolaan 10A,,,,,,Algemene Ondernemingen Soetaert,soetaert,Bouw - Bouw van infrastructuur - Waterbouw,
Exact,991,FEDERATION DE L'INDUSTRIE DU BETON - FEDERATIE VAN,991 - FEDERATION DE L'INDUSTRIE DU BETON - FEDERATIE VAN,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Watermael-Boitsfort,België, , ,Jef Marinus, , ,,Rechtsvorm: Beroepsvereniging (Trade association),F - Bouwnijverheid,, ,,www.febe.be/nl, ,Lobby,Modelleren Technieken,6_Suspect OVZ,,Boulevard du Souverain 68,,,,,,,febe,,
Exact,992,GROUP D. ENGINEERING,992 - GROUP D. ENGINEERING,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Torhout,België, , ,Geert Devolder, , ,,Rechtsvorm: Besloten vennootschap (Private Limited Company)adres van de website niet overeen met btw nummer,M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.structural.groupd.eu/en/projects, ,Studiebureaus,Modelleren Technieken,6_Suspect OVZ,,Doornstraat 29,,,,,,,structural,,
Exact,993,PLANTEC,993 - PLANTEC,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Oostende,België, , ,Jo Vanhixe, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.plantec.be/, ,Architecten,Techniekenstudies,5_Prospect OVZ,,Nieuwpoortsesteenweg 399,,,,,,,plantec,,
Exact,994,DE BRANDT,994 - DE BRANDT,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Dendermonde,België, , ,, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.debrandt.be/, ,Aannemers,Simplebim,6_Suspect OVZ,,Sint-Ursmarusstraat (BAA) 23,,,,,,,debrandt,,
Exact,999,Coussée Bouw,999 - Coussée Bouw,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Roeselare,België, , ,Ramzi Salhi, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,, ,Aannemers,Simplebim,6_Suspect OVZ,,Industrieweg 74,,,,,,,,,
Exact,1002,BEEL ARCHITECTEN,1002 - BEEL ARCHITECTEN,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Gent,België, , ,Frederik Van Nespen, , ,,Rechtsvorm: Besloten vennootschap (Private Limited Company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.beelarchitecten.com/, ,Architecten,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Ferdinand Lousbergskaai 32,,,,,,,beelarchitecten,,
Exact,1003,BIM WORKS,1003 - BIM WORKS,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Kontich,België, , ,Benny Hanselaer, , ,,Rechtsvorm: Besloten vennootschap (Private Limited Company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.bimworks.be/, ,Consultants,Simplebim,5_Prospect OVZ,1_Korte termijn (0-6m),Veldkant 29,,,,,,,bimworks,,
Exact,1004,Atelier Imhoff,1004 - Atelier Imhoff,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Antwerpen,België, , ,Henk Jan Imhoff, , ,,heeft vonkarchitecten overgenomen want die zijn verhuist naar Noorwegen. projecten aan het afronden.,M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.atelierimhoff.be/, ,Architecten,Techniekenstudies,,,Klamperstraat 4,,,,,,,atelierimhoff,,
Exact,1013,Nx2,1013 - Nx2,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Ledegem,België, , ,Nic Kerkhof, , ,,Rechtsvorm: Besloten vennootschap (Private Limited Company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.nx2.be/, ,Geen doelgroep,Simplebim,5_Prospect OVZ,2_middenlange termijn (6-12m),Leliestraat 5,,,,,,,nx2,,
Exact,1020,BIMDESIGN,1020 - BIMDESIGN,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Putte,België, , ,Andy Windey, , ,,Rechtsvorm: Eenpersoons besloten vennootschap met beperkte aansprakelijkheid (Single-member limited liability company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,, ,Consultants,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Zegbos 2,,,,,,,,,
Exact,1021,LSC engineering group,1021 - LSC engineering group,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,CONTERN,Luxemburg, , ,Sven Schortgen, , ,,,M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.lsc-group.lu/, ,Studiebureaus,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Rue Albert Simon,,,,,,,lsc-group,,
Exact,1022,INFRABEL,1022 - INFRABEL,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Sint-Gillis (bij-Brussel),België, , ,Steven Meyhui, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),O - Openbaar bestuur en defensie; verplichte sociale verzekeringen,84 - Openbaar bestuur en defensie; verplichte sociale verzekeringen, ,,, ,Overheden,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Marcel Broodthaersplein 2,,,,,,,,,
Exact,1023,DESCHACHT PLASTICS BELGIUM,1023 - DESCHACHT PLASTICS BELGIUM,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Gent,België, , ,Filip Ausloos, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),G - Groot- en detailhandel; reparatie van auto's en motorfietsen,"46 - Groothandel en handelsbemiddeling, met uitzondering van de handel in motorvoertuigen en motorfietsen", ,,www.deschacht.eu/#, ,Leveranciers,Simplebim,5_Prospect OVZ,1_Korte termijn (0-6m),Antwerpsesteenweg 1068,,,,,,,deschacht,,
Exact,1052,3DM-engineering,1052 - 3DM-engineering,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,SW Hengelo,België, , ,Riek Bos, , ,,,M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,, ,Studiebureaus,Simplebim,2_Trial aangevraagd via DC,2_middenlange termijn (6-12m),Adam Smithstraat 33,,,,,,,,,
Exact,1054,SSM DUCHENE - EIFFAGE RAIL (MÉTRO DE CHARLEROI),1054 - SSM DUCHENE - EIFFAGE RAIL (MÉTRO DE CHARLEROI),,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,MODAVE,België, , ,Andrea Gigliotti, , ,,Rechtsvorm: Vennootschap of vereniging zonder rechtspersoonlijkheid (Unincorporated company or association),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.duchene-sa.be/, ,Aannemers,Simplebim,2_Trial aangevraagd via DC,1_Korte termijn (0-6m),ROUTE DE STRÉE 44,,,,,,,duchene-sa,,
Exact,1066,ARCHITECTENBURO HUGO KINDTS BVBA,1066 - ARCHITECTENBURO HUGO KINDTS BVBA,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,ANTWERPEN,België, , ,Hugo Kindts, , ,,Rechtsvorm: Besloten vennootschap met beperkte aansprakelijkheid (Private limited liability company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,, ,Architecten,Techniekenstudies,5_Prospect OVZ,,ELSTSTRAAT 23,,,,,,,,,
Exact,1094,"BERT OOMS, ARCHITECT BV","1094 - BERT OOMS, ARCHITECT BV",,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,ANTWERPEN,België, , ,Bert Ooms, , ,,Rechtsvorm: Besloten vennootschap (Private Limited Company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,, ,Architecten,Techniekenstudies,5_Prospect OVZ,,KATTENBERG 48D/202,,,,,,,,,
Exact,1097,OSAR ARCHITECTS NV,1097 - OSAR ARCHITECTS NV,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,ANTWERPEN,België, , ,Tom Cole, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.osar.be, ,Architecten,Bimcoördinatie,5_Prospect OVZ,,MECHELSESTEENWEG 271 / 12,,,,,,,osar,,
Exact,1100,PLAN BUILT SUPPORT BV,1100 - PLAN BUILT SUPPORT BV,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,SINT-MARTENS-LATEM,België, , ,Alexis Goubau, , ,,Rechtsvorm: Besloten vennootschap (Private Limited Company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.plan-built.be, ,Studiebureaus,Simplebim,5_Prospect OVZ,1_Korte termijn (0-6m),MAENHOUTSTRAAT 6,,,,,,,plan-built,,
Exact,1101,CBRE SA,1101 - CBRE SA,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,BRUXELLES,België, , ,Anouk D'haeyere, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.cbre.be, ,Consultants,Simplebim,5_Prospect OVZ,2_middenlange termijn (6-12m),BOULEVARD DE WATERLOO 16,,,,,,,cbre,,
Exact,345,2XM PROJECTS,345 - 2XM PROJECTS,,0,0,0,,Prospect,Prospect of suspect?,Prospect of suspect,,TEMSE,België, ,V,Marc Lyssens, , ,,,F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,, ,Aannemers,Simplebim,6_Suspect OVZ,2_middenlange termijn (6-12m),Veerstraat 24,,,,,,,,,
Exact,648,CAS,648 - CAS,,0,0,0,,Prospect,Prospect of suspect?,Prospect of suspect,,Antwerpen,België, , ,, , ,,Rechtsvorm: Vereniging zonder winstoogmerk (Not-for-profit association),,, ,,, ,Geen doelgroep,Techniekenstudies,,,Mechelsesteenweg 128-136,,,,,,,,,
Exact,652,ARCADIS BELGIUM HOLDING,652 - ARCADIS BELGIUM HOLDING,,0,0,0,,Prospect,Prospect of suspect?,Prospect of suspect,,Antwerpen,België, , ,Kenneth Van Steenwinkel, , ,,Rechtsvorm: Naamloze vennootschap (Limited company)Inactief,M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.arcadis.com/nl-be, ,Studiebureaus,Simplebim,5_Prospect OVZ,1_Korte termijn (0-6m),Borsbeeksebrug 22,,,,,,ARCADIS BELGIUM,arcadis,Engineering,
Exact,750,BOUWBEDRIJF JANSSEN,750 - BOUWBEDRIJF JANSSEN,,0,0,0,,Prospect,Prospect of suspect?,Prospect of suspect,,Bilzen,België, , ,Sofie Janssen, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.bouwbedrijf-janssen.be/, ,Aannemers,Simplebim,6_Suspect OVZ,3_lange termijn (>12m),Maastrichterstraat 426,,,,,,,bouwbedrijf-janssen,,
Exact,769,WATER-LINK,769 - WATER-LINK,,0,0,0,,Prospect,Prospect of suspect?,Prospect of suspect,,ANTWERPEN,België, , ,Kris Jacobs, , ,,Rechtsvorm: Coöperatieve vennootschap met beperkte aansprakelijkheid (Cooperative society with limited liability)Inactief,E - Distributie van water; afval- en afval-waterbeheer en sanering,"36 - Winning, behandeling en distributie van water", ,,, ,Overheden,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Mechelsesteenweg 66 66,,,,,,,,,
Exact,796,UV-SYSTEM DESIGN CENTER,796 - UV-SYSTEM DESIGN CENTER,,0,0,0,,Prospect,Prospect of suspect?,Prospect of suspect,,Aalst,België, , ,Elvis Huylebroeck, , ,,Rechtsvorm: Besloten vennootschap met beperkte aansprakelijkheid (Private limited liability company)is een studiebureau regenwatersysteem en verdelen ook een bepaald RW systeem,M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.uv-system.com/, ,Studiebureaus,Simplebim,5_Prospect OVZ,1_Korte termijn (0-6m),Heerlijkheidstraat 34,,,,,,,uv-system,,
Exact,450,Stad Gent - Departement Facility Management,450 - Stad Gent - Departement Facility Management,,0,1,0,Inactieve klant,Suspect,Inactieve klant?,Prospect of suspect,,Gent,België, , ,Pascal Jacobs, , ,,,O - Openbaar bestuur en defensie; verplichte sociale verzekeringen,84 - Openbaar bestuur en defensie; verplichte sociale verzekeringen, ,,www.stad.gent, ,,Geen product,,,Botermarkt 1,,,,,,,stad,,
Exact,479,bold architecten,479 - bold architecten,,0,1,0,Lost: prospect,Suspect,Prospect want lost proposal?,Prospect of suspect,,Antwerpen,België, , ,Lien Gaudaen, , ,,,M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.bold-architecten.be/, ,Architecten,Techniekenstudies,6_Suspect OVZ,1_Korte termijn (0-6m),Frederik de Merodestraat 34,,,,,,,bold-architecten,,
Exact,480,HUB_ARCHITECTURE,480 - HUB_ARCHITECTURE,,0,1,0,Lost: prospect,Suspect,Prospect want lost proposal?,Prospect of suspect,,Antwerpen,België, , ,Koen Drossaert, , ,,,M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.hub.eu, ,Architecten,Techniekenstudies,,,Rijnkaai 22 201,,,,,,,hub,,
Exact,482,Etablissements Ranwez,482 - Etablissements Ranwez,,0,1,0,Lost: prospect,Suspect,Prospect want lost proposal?,Prospect of suspect,,WATERMAEL-BOITSFORT,België, , ,Dirk Janssens, , ,,,C - Industrie,32 - Overige industrie, ,,, ,Industrie,Simplebim,6_Suspect OVZ,3_lange termijn (>12m),Terhulpsesteenweg 181 /19,,,,,,,,,
Exact,483,Beheersmaatschappij Antwerpen Mobiel,483 - Beheersmaatschappij Antwerpen Mobiel,,0,1,0,Lost: prospect,Suspect,Prospect want lost proposal?,Prospect of suspect,,Antwerpen,België, , ,Cristina Ispas, , ,,,O - Openbaar bestuur en defensie; verplichte sociale verzekeringen,84 - Openbaar bestuur en defensie; verplichte sociale verzekeringen, ,,, ,Overheden,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Sint-Pietersvliet 7,,,,,,Beheersmaatschappij Antwerpen Mobiel,,Bouw van infrastructuur,
Exact,484,MAPIX,484 - MAPIX,,0,1,0,Lost: prospect,Suspect,Prospect want lost proposal?,Prospect of suspect,,Schoten,België, , ,Erik Ravijts, , ,,,L - Exploitatie van en handel in onroerend goed,68 - Exploitatie van en handel in onroerend goed, ,,, ,,,,,Verbertstraat 32,,,,,,,,,
Exact,487,"B - ARCHITECTEN - EVERT CROLS, DIRK ENGELEN, SVEN","487 - B - ARCHITECTEN - EVERT CROLS, DIRK ENGELEN, SVEN",,0,1,0,Lost: prospect,Suspect,Prospect want lost proposal?,Prospect of suspect,,Antwerpen,België, , ,Sven Grooten, , ,,,M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.b-architecten.be/, ,Architecten,Techniekenstudies,,,Borgerhoutsestraat 22/01,,,,,,,b-architecten,,
Exact,878,CoDa ARCHITECTENVENNOOTSCHAP,878 - CoDa ARCHITECTENVENNOOTSCHAP,,0,1,0,Lost: prospect,Suspect,Prospect want lost proposal?,Prospect of suspect,,Kapellen,België, , ,Daniël Corten, , ,,Rechtsvorm: Eenpersoons besloten vennootschap met beperkte aansprakelijkheid (Single-member limited liability company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.coda-architecten.be/, ,Architecten,Techniekenstudies,5_Prospect OVZ,3_lange termijn (>12m),Oosthoevestraat 90,,,,,,,coda-architecten,,
Exact,675,JANSEN THE BUILDING COMPANY,675 - JANSEN THE BUILDING COMPANY,,0,0,1,Prospect: wensen in kaart brengen,Suspect,Prospect of suspect?,Prospect of suspect,,Zonhoven,België, , ,Sanne Bakkers, , ,,Rechtsvorm: Besloten vennootschap (Private Limited Company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,, ,Aannemers,Simplebim,5_Prospect OVZ,1_Korte termijn (0-6m),Eikenenweg 58,,,,,,,,,
Exact,126,2B-SAFE,126 - 2B-SAFE,,0,0,0,,Suspect,ok,Suspect,,Glabbeek,België, ,V,, , ,,,M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,, ,Studiebureaus,Techniekenstudies,,,Tiensesteenweg 129A 1,,,,,,,,,
Exact,160,Mapeco Wommelgem,160 - Mapeco Wommelgem,,0,0,0,,Suspect,ok,Suspect,,Wommelgem,België, ,V,, , ,,,G - Groot- en detailhandel; reparatie van auto's en motorfietsen,"47 - Detailhandel, met uitzondering van de handel in auto's en motorfietsen", ,,, ,,,,,Herentalsebaan 455,,,,,,,,,
Exact,162,"De Jaeger, Ann","162 - De Jaeger, Ann",,0,0,0,,Suspect,ok,Suspect,,ELINGEN,België, ,V,Ann De Jaeger, , ,,,M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,, ,Architecten,Simplebim,5_Prospect OVZ,,Lenniksesteenweg 22,,,,,,,,,
Exact,258,"Vanhout, Kathy","258 - Vanhout, Kathy",,0,0,0,,Suspect,ok,Suspect,,Brasschaat,België, ,V,, , ,,,F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,, ,Aannemers,Geen product,,,Fortsebaan 9,,,,,,,,,
Exact,280,"De Coninck, Jeroen","280 - De Coninck, Jeroen",,0,0,0,,Suspect,ok,Suspect,,Beveren,België, ,V,, , ,,,F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,, ,Aannemers,Geen product,,,Albrecht Rodenbachlaan 40,,,,,,,,,
Exact,318,AETEC,318 - AETEC,,0,0,0,,Suspect,ok,Suspect,,Lille,België, ,V,Maurice, , ,,,M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.aetec.be, ,Studiebureaus,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Beersebaan 120 10,,,,,,,aetec,,
Exact,323,CORDIUM,323 - CORDIUM,,0,0,0,,Suspect,ok,Suspect,,Hasselt,België, , ,William Nelissen, , ,,,L - Exploitatie van en handel in onroerend goed,68 - Exploitatie van en handel in onroerend goed, ,,, ,Overheden,Techniekenstudies,,,Gouverneur Roppesingel 133,,,,,,,,,
Exact,324,CLIMAPAC,324 - CLIMAPAC,,0,0,0,,Suspect,ok,Suspect,,Eke,België, ,V,Geert Gallet, , ,,,F - Bouwnijverheid,43 - Gespecialiseerde bouwwerkzaamheden, ,,www.climapac.be/, ,Leveranciers,Simplebim,6_Suspect OVZ,3_lange termijn (>12m),Rozenstraat 2,,,,,,,climapac,,
Exact,333,MAC ALLAEYS,333 - MAC ALLAEYS,,0,0,0,,Suspect,ok,Suspect,,Sint-Niklaas,België, , ,Martin Allaeys, , ,,,F - Bouwnijverheid,43 - Gespecialiseerde bouwwerkzaamheden, ,,www.macallaeys.be/, ,Aannemers,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Europark Zuid 5,,,,,,,macallaeys,,
Exact,334,FLUVIUS,334 - FLUVIUS,,0,0,0,,Suspect,ok,Suspect,,Hoboken (Antwerpen),België, ,V,Peter Mees, , ,,,"D - Productie en distributie van elektriciteit, gas, stoom en gekoelde lucht","35 - Productie en distributie van elektriciteit, gas, stoom en gekoelde lucht", ,,, ,,,,,Boombekelaan 14,,,,,,,,,
Exact,335,rdb+,335 - rdb+,,0,0,0,,Suspect,ok,Suspect,,Zwijndrecht,België, , ,Ward Rombaut, , ,,,M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.rdbplus.be/, ,Architecten,Techniekenstudies,,,Sint-Annaboomstraat 29,,,,,,,rdbplus,,
Exact,336,SMULDERS,336 - SMULDERS,,0,0,0,,Suspect,ok,Suspect,,Arendonk,België, , ,Benjamin Koyen, , ,,,F - Bouwnijverheid,43 - Gespecialiseerde bouwwerkzaamheden, ,,, ,Aannemers,Simplebim,6_Suspect OVZ,2_middenlange termijn (6-12m),Hoge Mauw 200,,,,,,,,,
Exact,339,CREPAIN BINST ARCHITECTURE,339 - CREPAIN BINST ARCHITECTURE,,0,0,0,,Suspect,ok,Suspect,,Antwerpen,België, , ,Stephane Van Eester, , ,,,M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,, ,Architecten,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Vlaanderenstraat 6,,,,,,,,,
Exact,342,VORSSELMANS,342 - VORSSELMANS,,0,0,0,,Suspect,ok,Suspect,,Brasschaat,België, , ,Vorsselmans, , ,,,F - Bouwnijverheid,43 - Gespecialiseerde bouwwerkzaamheden, ,,, ,Aannemers,Simplebim,6_Suspect OVZ,2_middenlange termijn (6-12m),Bethaniëlei 2,,,,,,,,,
Exact,353,De Jonghe Parket,353 - De Jonghe Parket,,0,0,0,,Suspect,ok,Suspect,,Brasschaat,België, ,V,Jeroen De Jonghe, , ,,,G - Groot- en detailhandel; reparatie van auto's en motorfietsen,"47 - Detailhandel, met uitzondering van de handel in auto's en motorfietsen", ,,, ,Aannemers,,,,Augustijnslei 217,,,,,,,,,
Exact,354,"Vervliet, Franky","354 - Vervliet, Franky",,0,0,0,,Suspect,ok,Suspect,,Sint-Niklaas,België, , ,Franky Vervliet, , ,,,F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,, ,Aannemers,Simplebim,6_Suspect OVZ,2_middenlange termijn (6-12m),Regentiestraat 65 101,,,,,,,,,
Exact,358,Van Roey Vastgoed,358 - Van Roey Vastgoed,,0,0,0,,Suspect,ok,Suspect,,Rijkevorsel,België, , ,Roel Wouters, , ,,,F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,, ,Aannemers,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Oostmalsesteenweg 261,,,,,,,,,
Exact,361,RACO,361 - RACO,,0,0,0,,Suspect,ok,Suspect,,Heusden-Zolder,België, , ,Johan Caeyers, , ,,,M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,, ,Studiebureaus,Simplebim,6_Suspect OVZ,2_middenlange termijn (6-12m),De Drij Dreven 16,,,,,,,,,
Exact,365,Dubois,365 - Dubois,,0,0,0,,Suspect,ok,Suspect,,Menen,België, ,V,Dimitri Demuynck, , ,,,F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,, ,Aannemers,Simplebim,6_Suspect OVZ,2_middenlange termijn (6-12m),Knokbeeklaan 98,,,,,,,,,
Exact,370,BEMA CONSTRUCT BV,370 - BEMA CONSTRUCT BV,,0,0,0,,Suspect,ok,Suspect,,Veldhoven,Nederland, ,V,Maikel Kepser, , ,,,F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,, ,Aannemers,Geen product,,,Buizerd 99,,,,,,,,,
Exact,408,Stad Antwerpen - Stadsontwikkeling,408 - Stad Antwerpen - Stadsontwikkeling,,0,0,0,,Suspect,ok,Suspect,,Antwerpen,België, , ,Wine Asselberghs, , ,,,O - Openbaar bestuur en defensie; verplichte sociale verzekeringen,84 - Openbaar bestuur en defensie; verplichte sociale verzekeringen, ,,www.antwerpen.be, ,,Geen product,,,Francis Wellesplein 1,,,,,,,antwerpen,,
